"idx","scalebar_px","scalebar_mi","mi_per_px","crop_w_px","crop_h_px","res","fpf","path","source_id"
"481","170.077","4","0.023518759","418","251","104918","53.07","./Whole/Whole_00203.png","SRC_0023"
"483","117.508","10","0.085100589","293","265","77645","45.92","./Whole/Whole_00204.png","SRC_0023"
"483","162.38","4","0.024633576","407","254","103378","45.92","./Whole/Whole_00205.png","SRC_0023"
"469","171.331","10","0.058366554","445","424","188680","27.86","./Whole/Whole_00206.png","SRC_0023"
"469","242.449","4","0.016498315","594","338","200772","27.86","./Whole/Whole_00207.png","SRC_0023"
"475","108.018","10","0.092577163","393","248","97464","66.21","./Whole/Whole_00208.png","SRC_0023"
"475","155.76","4","0.025680534","393","251","98643","66.21","./Whole/Whole_00209.png","SRC_0023"
"471","78.452","10","0.127466476","275","176","48400","52.45","./Whole/Whole_00210.png","SRC_0023"
"471","106.912","4","0.037413948","272","166","45152","52.45","./Whole/Whole_00211.png","SRC_0023"
"473","119.648","10","0.083578497","410","272","111520","46.15","./Whole/Whole_00212.png","SRC_0023"
"473","167.887","4","0.023825549","271","292","79132","46.15","./Whole/Whole_00213.png","SRC_0023"
"477","135.78","10","0.073648549","478","310","148180","52","./Whole/Whole_00214.png","SRC_0023"
"477","191.94","4","0.020839846","473","324","153252","52","./Whole/Whole_00215.png","SRC_0023"
"491","130.855","100","0.764204654","655","430","281650","60.5","./Whole/Whole_00232.png","SRC_0062"
"492","104.164","100","0.960024577","538","350","188300","16.2","./Whole/Whole_00233.png","SRC_0062"
"494","105.9","100","0.944287063","581","314","182434","65.9","./Whole/Whole_00234.png","SRC_0062"
"502","165.304","10","0.060494604","694","362","251228","65.61","./Whole/Whole_00279.png","SRC_0028"
"503","181.537","4","0.022034076","527","415","218705","54.17","./Whole/Whole_00280.png","SRC_0068"
"504","178.682","4","0.022386139","531","452","240012","43.39","./Whole/Whole_00281.png","SRC_0068"
"505","179.74","4","0.022254367","466","457","212962","39.42","./Whole/Whole_00282.png","SRC_0068"
"519","269.549","10","0.037099006","804","368","295872","24.1","./Whole/Whole_00294.png","SRC_0065"
"520","271.772","10","0.036795549","806","367","295802","29.6","./Whole/Whole_00295.png","SRC_0065"
"521","268.977","10","0.0371779","789","357","281673","14","./Whole/Whole_00296.png","SRC_0065"
"522","271.104","10","0.036886213","668","448","299264","33.6","./Whole/Whole_00297.png","SRC_0065"
"523","270.74","10","0.036935806","793","365","289445","12.1","./Whole/Whole_00298.png","SRC_0065"
"524","270.173","10","0.037013321","664","455","302120","28.2","./Whole/Whole_00299.png","SRC_0065"
"525","136.541","10","0.073238075","608","339","206112","56.5","./Whole/Whole_00300.png","SRC_0029"
"526","114.498","10","0.08733777","508","278","141224","58.7","./Whole/Whole_00301.png","SRC_0029"
"530","198.995","20","0.100505038","419","312","130728","44","./Whole/Whole_00302.png","SRC_0030"
"527","216.572","20","0.092348041","457","342","156294","33","./Whole/Whole_00303.png","SRC_0030"
"527","121.994","30","0.245913733","343","297","101871","33","./Whole/Whole_00304.png","SRC_0030"
"529","215.348","20","0.092872931","450","334","150300","62","./Whole/Whole_00305.png","SRC_0030"
"531","114.639","10","0.087230349","583","428","249524","69.33","./Whole/Whole_00306.png","SRC_0069"
"532","116.089","10","0.086140806","583","425","247775","84.81","./Whole/Whole_00307.png","SRC_0069"
"533","59.274","5","0.084354017","447","296","132312","11","./Whole/Whole_00308.png","SRC_0066"
"534","61.336","5","0.081518195","413","266","109858","5.6","./Whole/Whole_00309.png","SRC_0066"
"537","108.006","5","0.046293724","565","462","261030","30.5","./Whole/Whole_00310.png","SRC_0031"
"545","130.185","1","0.007681377","503","374","188122","39.1","./Whole/Whole_00311.png","SRC_0032"
"543","128.259","1","0.007796724","527","374","197098","27.5","./Whole/Whole_00312.png","SRC_0032"
"544","132.987","1","0.007519532","501","359","179859","25.9","./Whole/Whole_00313.png","SRC_0032"
"542","132.663","1","0.007537897","503","375","188625","36.8","./Whole/Whole_00314.png","SRC_0032"
"540","131.825","1","0.007585815","525","351","184275","20.7","./Whole/Whole_00315.png","SRC_0032"
"541","130.909","1","0.007638894","510","352","179520","16.9","./Whole/Whole_00316.png","SRC_0032"
"539","128.446","1","0.007785373","502","360","180720","41","./Whole/Whole_00317.png","SRC_0032"
"538","129.758","1","0.007706654","510","362","184620","24.9","./Whole/Whole_00318.png","SRC_0032"
"546","221.623","100","0.451216706","556","317","176252","79.3","./Whole/Whole_00319.png","SRC_0033"
"546","221.207","10","0.045206526","558","316","176328","79.3","./Whole/Whole_00320.png","SRC_0033"
"548","221.6","10","0.045126354","560","318","178080","5.56","./Whole/Whole_00321.png","SRC_0033"
"550","231.263","100","0.432408124","582","327","190314","26.69","./Whole/Whole_00322.png","SRC_0033"
"550","228.743","10","0.043717185","574","329","188846","26.69","./Whole/Whole_00323.png","SRC_0033"
"552","222.416","100","0.449607942","559","327","182793","46.71","./Whole/Whole_00324.png","SRC_0033"
"552","178.497","10","0.056023351","555","321","178155","46.71","./Whole/Whole_00325.png","SRC_0033"
"556","39.221","40","1.019861809","328","224","73472","20.85","./Whole/Whole_00337.png","SRC_0034"
"557","36.545","40","1.094540977","281","168","47208","49.4","./Whole/Whole_00338.png","SRC_0034"
"558","57.565","40","0.694866672","348","247","85956","51.74","./Whole/Whole_00339.png","SRC_0034"
"559","52.331","40","0.76436529","451","296","133496","65.02","./Whole/Whole_00340.png","SRC_0034"
"561","104.104","10","0.096057788","334","370","123580","44.53","./Whole/Whole_00341.png","SRC_0035"
"562","104.455","10","0.095735006","549","423","232227","45.62","./Whole/Whole_00342.png","SRC_0035"
"560","107.527","10","0.092999898","502","492","246984","55.69","./Whole/Whole_00343.png","SRC_0035"
"579","230.255","5","0.021715055","441","408","179928","93.85","./Whole/Whole_00352.png","SRC_0036"
"579","183.603","2","0.010893068","437","406","177422","93.85","./Whole/Whole_00353.png","SRC_0036"
"575","230.237","5","0.021716753","437","405","176985","94.4","./Whole/Whole_00354.png","SRC_0036"
"575","184.6","2","0.010834236","433","406","175798","94.4","./Whole/Whole_00355.png","SRC_0036"
"577","230.75","5","0.021668472","433","406","175798","92.9","./Whole/Whole_00356.png","SRC_0036"
"577","185.632","2","0.010774004","434","407","176638","92.9","./Whole/Whole_00357.png","SRC_0036"
"592","106.264","200","1.882104946","663","499","330837","6.8","./Whole/Whole_00358.png","SRC_0037"
"587","160.938","10","0.062135729","652","442","288184","37.1","./Whole/Whole_00359.png","SRC_0037"
"591","82.148","20","0.243463018","633","452","286116","24.8","./Whole/Whole_00360.png","SRC_0037"
"593","195.959","100","0.51031083","660","431","284460","17.1","./Whole/Whole_00361.png","SRC_0037"
"581","120.94","50","0.413428146","678","421","285438","3.7","./Whole/Whole_00362.png","SRC_0037"
"600","29.013","2","0.068934616","395","434","171430","75.8","./Whole/Whole_00363.png","SRC_0038"
"598","30.655","2","0.065242212","393","435","170955","74.5","./Whole/Whole_00364.png","SRC_0038"
"601","35.787","2","0.055886216","461","517","238337","76.4","./Whole/Whole_00365.png","SRC_0038"
"601","131.986","2","0.015153122","443","516","228588","76.4","./Whole/Whole_00366.png","SRC_0038"
"597","26.142","2","0.076505241","371","383","142093","75.1","./Whole/Whole_00367.png","SRC_0038"
"599","29.546","2","0.067691058","394","461","181634","73.2","./Whole/Whole_00368.png","SRC_0038"
"595","27.071","2","0.073879798","376","383","144008","65.4","./Whole/Whole_00369.png","SRC_0038"
"596","32.889","2","0.060810605","377","437","164749","75.8","./Whole/Whole_00370.png","SRC_0038"
"674","112.142","100","0.891726561","386","266","102676","32.7","./Whole/Whole_00390.png","SRC_0026"
"675","108.952","100","0.917835377","291","375","109125","40.9","./Whole/Whole_00391.png","SRC_0026"
"676","111.956","100","0.893208046","390","345","134550","41.9","./Whole/Whole_00392.png","SRC_0026"
"671","95.966","50","0.52101786","325","359","116675","4.2","./Whole/Whole_00393.png","SRC_0026"
"679","70.39","0.5","0.007103282","293","312","91416","37","./Whole/Whole_00394.png","SRC_0027"
"680","71.57","10","0.139723348","275","291","80025","35","./Whole/Whole_00395.png","SRC_0027"
"681","71.383","0.5","0.007004469","326","236","76936","38.1","./Whole/Whole_00396.png","SRC_0027"
"682","72.356","0.5","0.006910277","310","251","77810","39.1","./Whole/Whole_00397.png","SRC_0027"
"678","72.392","0.5","0.006906841","195","328","63960","36.8","./Whole/Whole_00398.png","SRC_0027"
"677","71.963","10","0.138960299","289","289","83521","41","./Whole/Whole_00399.png","SRC_0027"
"633","521.156","5","0.009594056","510","433","220830","45","./Whole/Whole_00408.png","SRC_0039"
"630","77.29","10","0.129382844","401","291","116691","43.15","./Whole/Whole_00409.png","SRC_0039"
"628","87.742","5","0.056985252","450","290","130500","38.05","./Whole/Whole_00410.png","SRC_0039"
"631","85.901","5","0.05820654","441","325","143325","38.05","./Whole/Whole_00411.png","SRC_0039"
"622","56.736","2","0.035250987","397","316","125452","29","./Whole/Whole_00412.png","SRC_0039"
"623","40.647","2","0.049204123","372","302","112344","16.7","./Whole/Whole_00413.png","SRC_0039"
"619","69.677","1","0.014351938","399","306","122094","68.83","./Whole/Whole_00414.png","SRC_0039"
"625","82.205","0.5","0.006082355","392","449","176008","36.96","./Whole/Whole_00415.png","SRC_0039"
"620","73.507","1","0.013604147","404","327","132108","64.48","./Whole/Whole_00416.png","SRC_0039"
"627","166.123","5","0.03009818","381","412","156972","64.94","./Whole/Whole_00417.png","SRC_0039"
"626","106.693","5","0.046863431","594","445","264330","42.96","./Whole/Whole_00418.png","SRC_0039"
"624","99.71","2","0.020058169","638","516","329208","23.4","./Whole/Whole_00419.png","SRC_0039"
"621","76.03","1","0.013152703","398","326","129748","87.21","./Whole/Whole_00420.png","SRC_0039"
"614","67.678","5","0.073879252","422","289","121958","52.87","./Whole/Whole_00421.png","SRC_0039"
"615","113.781","5","0.043944068","468","372","174096","43.4","./Whole/Whole_00422.png","SRC_0039"
"616","68.808","5","0.072665969","322","284","91448","40.99","./Whole/Whole_00423.png","SRC_0039"
"629","16.757","1","0.059676553","425","323","137275","32.8","./Whole/Whole_00424.png","SRC_0039"
"617","79.792","5","0.062662924","379","286","108394","21.1","./Whole/Whole_00425.png","SRC_0039"
"634","149.286","20","0.133971035","441","350","154350","25","./Whole/Whole_00426.png","SRC_0040"
"642","428.293","20","0.046697004","765","583","445995","14.4","./Whole/Whole_00430.png","SRC_0041"
"641","426.248","20","0.046921041","783","594","465102","21.9","./Whole/Whole_00431.png","SRC_0041"
"643","65.913","10","0.15171514","589","316","186124","70","./Whole/Whole_00432.png","SRC_0042"
"646","23.971","10","0.417170748","627","327","205029","70","./Whole/Whole_00433.png","SRC_0042"
"644","64.858","10","0.154182984","591","320","189120","40","./Whole/Whole_00434.png","SRC_0042"
"647","22.85","10","0.437636761","623","332","206836","40","./Whole/Whole_00435.png","SRC_0042"
"645","63.054","10","0.158594221","463","399","184737","15","./Whole/Whole_00436.png","SRC_0042"
"649","64.237","10","0.155673521","471","398","187458","50","./Whole/Whole_00437.png","SRC_0042"
"649","21.07","1","0.047460845","466","398","185468","50","./Whole/Whole_00438.png","SRC_0042"
"651","24.734","2","0.080860354","372","392","145824","50","./Whole/Whole_00439.png","SRC_0042"
"658","59.276","10","0.168702342","675","484","326700","65.6","./Whole/Whole_00440.png","SRC_0043"
"658","48.258","2","0.041443906","714","423","302022","65.6","./Whole/Whole_00441.png","SRC_0043"
"658","24.712","0.2","0.008093234","671","473","317383","65.6","./Whole/Whole_00442.png","SRC_0043"
"652","59.227","10","0.168841913","666","485","323010","70.32","./Whole/Whole_00443.png","SRC_0043"
"652","24.355","1","0.041059331","667","482","321494","70.32","./Whole/Whole_00444.png","SRC_0043"
"652","21.461","0.2","0.00931923","680","475","323000","70.32","./Whole/Whole_00445.png","SRC_0043"
"652","58.07","10","0.172205958","706","469","331114","70.32","./Whole/Whole_00446.png","SRC_0043"
"652","56.727","1","0.01762829","696","467","325032","70.32","./Whole/Whole_00447.png","SRC_0043"
"662","186.859","3","0.016054886","494","348","171912","71.02","./Whole/Whole_00448.png","SRC_0044"
"661","189.857","3","0.015801366","492","344","169248","56.16","./Whole/Whole_00449.png","SRC_0044"
"663","187.097","3","0.016034463","493","337","166141","64.32","./Whole/Whole_00450.png","SRC_0044"
"664","188.912","3","0.01588041","485","353","171205","32.21","./Whole/Whole_00451.png","SRC_0044"
"691","218.374","5","0.022896499","847","572","484484","86.45","./Whole/Whole_00452.png","SRC_0045"
"692","91.214","50","0.548161466","406","318","129108","26","./Whole/Whole_00453.png","SRC_0046"
"692","72.633","5","0.068839233","412","321","132252","26","./Whole/Whole_00454.png","SRC_0046"
"694","54.101","1","0.018483947","411","486","199746","26.3","./Whole/Whole_00455.png","SRC_0047"
"694","84.633","5","0.05907861","784","659","516656","26.3","./Whole/Whole_00456.png","SRC_0047"
"696","53.682","1","0.018628218","633","493","312069","38.25","./Whole/Whole_00457.png","SRC_0047"
"696","64.037","5","0.07807986","603","486","293058","38.25","./Whole/Whole_00458.png","SRC_0047"
"698","69.124","5","0.072333777","740","396","293040","48.5","./Whole/Whole_00459.png","SRC_0047"
"699","62.735","5","0.079700327","586","471","276006","34","./Whole/Whole_00460.png","SRC_0047"
"700","60.251","5","0.082986175","609","468","285012","44.6","./Whole/Whole_00461.png","SRC_0047"
"701","61.2","5","0.081699346","585","471","275535","31.3","./Whole/Whole_00462.png","SRC_0047"
"702","60.719","5","0.082346547","602","315","189630","42.75","./Whole/Whole_00463.png","SRC_0047"
"711","260.662","50","0.191819291","531","489","259659","39.8","./Whole/Whole_00468.png","SRC_0049"
"712","259.633","50","0.192579526","531","494","262314","21.4","./Whole/Whole_00469.png","SRC_0049"
"713","264.721","50","0.188878102","531","483","256473","43.2","./Whole/Whole_00470.png","SRC_0049"
"714","260.848","50","0.191682512","530","493","261290","15.8","./Whole/Whole_00471.png","SRC_0049"
"735","200.69","20","0.099656186","840","598","502320","43.583","./Whole/Whole_00480.png","SRC_0050"
"735","102.372","5","0.04884148","836","607","507452","43.583","./Whole/Whole_00481.png","SRC_0050"
"735","101.518","1","0.00985047","841","582","489462","43.583","./Whole/Whole_00482.png","SRC_0050"
"735","102.357","0.5","0.004884864","837","607","508059","43.583","./Whole/Whole_00483.png","SRC_0050"
"739","201.275","20","0.099366538","839","609","510951","55","./Whole/Whole_00484.png","SRC_0050"
"739","102.194","5","0.048926551","842","601","506042","55","./Whole/Whole_00485.png","SRC_0050"
"739","181.537","3","0.016525557","835","600","501000","55","./Whole/Whole_00486.png","SRC_0050"
"739","180.846","3","0.0165887","834","601","501234","55","./Whole/Whole_00487.png","SRC_0050"
"744","183.984","5","0.027176276","563","370","208310","37","./Whole/Whole_00488.png","SRC_0051"
"745","184.111","5","0.02715753","573","383","219459","27","./Whole/Whole_00489.png","SRC_0051"
"749","154.738","10","0.064625367","655","455","298025","51.01","./Whole/Whole_00490.png","SRC_0052"
"748","154.706","10","0.064638734","653","454","296462","35.2","./Whole/Whole_00491.png","SRC_0052"
"747","181.038","5","0.027618511","648","456","295488","50.05","./Whole/Whole_00492.png","SRC_0052"
"746","155.995","10","0.064104619","641","456","292296","15.11","./Whole/Whole_00493.png","SRC_0052"
"750","33.783","2","0.059201373","581","447","259707","89.9","./Whole/Whole_00494.png","SRC_0067"
"752","71.005","1","0.014083515","468","488","228384","85.5","./Whole/Whole_00495.png","SRC_0067"
"752","33.801","2","0.059169847","633","407","257631","85.5","./Whole/Whole_00496.png","SRC_0067"
"755","73.184","1","0.013664189","436","535","233260","73.7","./Whole/Whole_00497.png","SRC_0067"
"755","34.839","2","0.057406929","641","415","266015","73.7","./Whole/Whole_00498.png","SRC_0067"
"758","33.582","2","0.059555714","641","403","258323","64.6","./Whole/Whole_00499.png","SRC_0067"
"761","153.15","20","0.130590924","414","287","118818","26.93","./Whole/Whole_00500.png","SRC_0053"
"760","82.101","10","0.121801196","397","348","138156","30.81","./Whole/Whole_00501.png","SRC_0053"
"763","120.135","20","0.166479377","369","328","121032","19.31","./Whole/Whole_00502.png","SRC_0053"
"762","75.589","10","0.132294381","370","324","119880","23","./Whole/Whole_00503.png","SRC_0053"
"765","93.882","5","0.053258346","509","357","181713","19.32","./Whole/Whole_00504.png","SRC_0053"
"764","76.883","10","0.130067765","364","325","118300","24.4","./Whole/Whole_00505.png","SRC_0053"
"770","313.389","10","0.031909225","781","286","223366","18.33","./Whole/Whole_00506.png","SRC_0054"
"772","218.886","10","0.045685882","504","442","222768","16.31","./Whole/Whole_00507.png","SRC_0054"
"771","189.918","10","0.052654303","785","276","216660","35.06","./Whole/Whole_00508.png","SRC_0054"
"767","195.888","10","0.051049579","690","258","178020","30.77","./Whole/Whole_00509.png","SRC_0054"
"766","193.26","50","0.258718824","578","347","200566","30.47","./Whole/Whole_00510.png","SRC_0054"
"773","168.211","10","0.059449144","602","246","148092","32.52","./Whole/Whole_00511.png","SRC_0054"
"775","167.682","50","0.298183466","595","245","145775","24.97","./Whole/Whole_00512.png","SRC_0054"
"777","145.249","10","0.06884729","413","346","142898","38.75","./Whole/Whole_00513.png","SRC_0054"
"778","239.266","10","0.041794488","602","259","155918","47.87","./Whole/Whole_00514.png","SRC_0054"
"776","168.217","5","0.029723512","408","346","141168","45.69","./Whole/Whole_00515.png","SRC_0054"
"774","145.991","10","0.068497373","427","316","134932","30.14","./Whole/Whole_00516.png","SRC_0054"
"780","173.529","10","0.057627255","623","439","273497","41.43","./Whole/Whole_00517.png","SRC_0055"
"779","251.305","10","0.039792284","632","439","277448","36.49","./Whole/Whole_00518.png","SRC_0055"
"786","51.555","10","0.193967607","430","454","195220","69.22","./Whole/Whole_00519.png","SRC_0056"
"784","49.498","10","0.202028365","571","335","191285","46.89","./Whole/Whole_00520.png","SRC_0056"
"785","51.613","10","0.193749637","386","475","183350","42.1","./Whole/Whole_00521.png","SRC_0056"
"783","43.073","10","0.232164001","587","323","189601","45.55","./Whole/Whole_00522.png","SRC_0056"
"781","41.29","10","0.242189392","363","394","143022","15.69","./Whole/Whole_00523.png","SRC_0056"
"782","43.907","10","0.227754117","491","395","193945","27.71","./Whole/Whole_00524.png","SRC_0056"
"787","85.137","5","0.058728872","565","274","154810","51.69","./Whole/Whole_00525.png","SRC_0057"
"788","42.47","2","0.047092065","420","335","140700","82.8","./Whole/Whole_00526.png","SRC_0058"
"789","41.246","2","0.048489551","395","332","131140","84.15","./Whole/Whole_00527.png","SRC_0058"
"790","58.906","2","0.033952399","598","476","284648","49.65","./Whole/Whole_00528.png","SRC_0058"
"791","58.573","2","0.034145425","603","477","287631","75.4","./Whole/Whole_00529.png","SRC_0058"
"652","24.78","0.2","0.008071025","695","470","326650","70.32","./Whole/Whole_00578.png","SRC_0043"
"815","77.714","2","0.025735389","726","614","445764","67.5","./Whole/Whole_00579.png","SRC_0024"
"813","81.165","10","0.123205815","719","616","442904","62.5","./Whole/Whole_00580.png","SRC_0024"
"813","61.927","2","0.032296091","722","611","441142","62.5","./Whole/Whole_00581.png","SRC_0024"
"851","319.211","20","0.062654482","1466","861","1262226","1","./Whole/Whole_00598.png","SRC_0001"
"853","400.295","100","0.249815761","1458","833","1214514","9","./Whole/Whole_00599.png","SRC_0001"
"854","671.185","100","0.148990219","1319","867","1143573","74","./Whole/Whole_00600.png","SRC_0001"
"855","675.786","100","0.147975839","1321","848","1120208","59","./Whole/Whole_00601.png","SRC_0001"
"856","674.549","100","0.148247199","1316","868","1142288","72","./Whole/Whole_00602.png","SRC_0001"
"842","396.848","100","0.251985647","1478","839","1240042","4","./Whole/Whole_00603.png","SRC_0001"
"857","223.803","100","0.446821535","1324","859","1137316","49","./Whole/Whole_00604.png","SRC_0001"
"857","668.048","100","0.149689843","1312","857","1124384","49","./Whole/Whole_00605.png","SRC_0001"
"858","679.77","100","0.147108581","1320","867","1144440","67","./Whole/Whole_00606.png","SRC_0001"
"843","395.876","100","0.252604351","1470","861","1265670","6","./Whole/Whole_00607.png","SRC_0001"
"844","393.584","100","0.254075369","1465","849","1243785","12","./Whole/Whole_00608.png","SRC_0001"
"845","395.348","100","0.252941712","1465","862","1262830","10","./Whole/Whole_00609.png","SRC_0001"
"846","400.99","100","0.249382778","1461","852","1244772","26","./Whole/Whole_00610.png","SRC_0001"
"846","321.435","20","0.062220978","1466","839","1229974","26","./Whole/Whole_00611.png","SRC_0001"
"847","403.56","100","0.247794628","1456","841","1224496","3","./Whole/Whole_00612.png","SRC_0001"
"848","403.562","50","0.1238967","1450","859","1245550","27","./Whole/Whole_00613.png","SRC_0001"
"849","397.818","100","0.25137123","1457","859","1251563","22","./Whole/Whole_00614.png","SRC_0001"
"849","313.906","20","0.063713341","1219","725","883775","22","./Whole/Whole_00615.png","SRC_0001"
"850","319.211","20","0.062654482","1135","673","763855","0","./Whole/Whole_00616.png","SRC_0001"
"876","303.164","6","0.019791268","936","929","869544","25.64","./Whole/Whole_00617.png","SRC_0002"
"877","300.903","4.29","0.014257086","932","933","869556","47.86","./Whole/Whole_00618.png","SRC_0002"
"878","376.128","20","0.053173388","1389","925","1284825","29","./Whole/Whole_00619.png","SRC_0003"
"879","377.297","20","0.053008638","1362","1046","1424652","31","./Whole/Whole_00620.png","SRC_0003"
"880","374.716","20","0.053373755","1383","914","1264062","80","./Whole/Whole_00621.png","SRC_0003"
"880","376.128","5","0.013293347","1391","905","1258855","80","./Whole/Whole_00622.png","SRC_0003"
"881","235.685","50","0.21214757","1373","1094","1502062","32","./Whole/Whole_00623.png","SRC_0003"
"881","180.435","20","0.11084324","1379","904","1246616","32","./Whole/Whole_00624.png","SRC_0003"
"882","374.351","5","0.013356449","1385","893","1236805","16","./Whole/Whole_00625.png","SRC_0003"
"882","373.136","20","0.05359976","1389","903","1254267","16","./Whole/Whole_00626.png","SRC_0003"
"883","379.904","10","0.026322439","1378","991","1365598","27","./Whole/Whole_00627.png","SRC_0003"
"883","381.724","20","0.052393876","1384","924","1278816","27","./Whole/Whole_00628.png","SRC_0003"
"893","379.389","5","0.013179085","1165","992","1155680","47.4","./Whole/Whole_00629.png","SRC_0004"
"894","386.958","3","0.007752779","1167","1005","1172835","52.5","./Whole/Whole_00630.png","SRC_0004"
"895","379.882","5","0.013161982","1135","983","1115705","61.1","./Whole/Whole_00631.png","SRC_0004"
"884","365.578","5","0.013676972","1093","967","1056931","45.8","./Whole/Whole_00632.png","SRC_0004"
"885","366.619","5","0.013638137","1108","953","1055924","32.2","./Whole/Whole_00633.png","SRC_0004"
"886","361.195","5","0.013842938","1098","941","1033218","51.8","./Whole/Whole_00634.png","SRC_0004"
"887","365.046","2","0.005478762","1102","954","1051308","40.9","./Whole/Whole_00635.png","SRC_0004"
"888","366.927","5","0.013626689","1088","942","1024896","48.4","./Whole/Whole_00636.png","SRC_0004"
"889","361.069","10","0.027695537","1099","967","1062733","50.6","./Whole/Whole_00637.png","SRC_0004"
"890","378.175","5","0.013221392","1152","981","1130112","41.9","./Whole/Whole_00638.png","SRC_0004"
"891","368.012","15","0.04075954","1161","987","1145907","50.9","./Whole/Whole_00639.png","SRC_0004"
"892","384.097","5","0.013017545","1096","993","1088328","57.9","./Whole/Whole_00640.png","SRC_0004"
"896","318.596","54","0.169493653","927","840","778680","48.26","./Whole/Whole_00641.png","SRC_0004"
"897","318.364","5","0.015705293","939","827","776553","58.12","./Whole/Whole_00642.png","SRC_0004"
"898","323.443","3","0.009275205","914","827","755878","50.43","./Whole/Whole_00643.png","SRC_0004"
"899","319.228","5","0.015662786","948","821","778308","56.2","./Whole/Whole_00644.png","SRC_0004"
"900","322.275","20","0.062058801","930","836","777480","53.67","./Whole/Whole_00645.png","SRC_0004"
"901","309.305","5","0.016165274","941","825","776325","68.2","./Whole/Whole_00646.png","SRC_0004"
"902","313.918","3","0.009556636","957","812","777084","23.32","./Whole/Whole_00647.png","SRC_0005"
"903","319.823","5","0.015633647","1023","802","820446","90.62","./Whole/Whole_00648.png","SRC_0005"
"904","313.044","5","0.015972196","1003","796","798388","93.21","./Whole/Whole_00649.png","SRC_0005"
"905","325.007","5","0.015384284","972","765","743580","95.81","./Whole/Whole_00650.png","SRC_0005"
"906","312.685","5","0.015990534","980","793","777140","53.12","./Whole/Whole_00651.png","SRC_0005"
"907","366.023","2","0.005464137","1118","976","1091168","68.75","./Whole/Whole_00652.png","SRC_0005"
"908","360.308","5","0.013877016","1266","833","1054578","23.53","./Whole/Whole_00653.png","SRC_0006"
"908","358.786","10","0.027871768","1256","824","1034944","23.53","./Whole/Whole_00654.png","SRC_0006"
"909","382.189","5","0.013082532","1242","913","1133946","54.37","./Whole/Whole_00655.png","SRC_0006"
"909","384.477","10","0.026009358","1381","914","1262234","54.37","./Whole/Whole_00656.png","SRC_0006"
"866","316.517","20","0.063187759","1415","873","1235295","33.9","./Whole/Whole_00657.png","SRC_0007"
