"idx","scalebar_px","scalebar_mi","mi_per_px","crop_w_px","crop_h_px","res","fpf","path","source_id"
"503","181.537","4","0.022034076","126","123","15498","54.17","./Particles/Particles_00663.png","SRC_0068"
"504","178.682","4","0.022386139","64","57","3648","43.39","./Particles/Particles_00664.png","SRC_0068"
"504","178.682","4","0.022386139","64","62","3968","43.39","./Particles/Particles_00665.png","SRC_0068"
"504","178.682","4","0.022386139","72","73","5256","43.39","./Particles/Particles_00666.png","SRC_0068"
"504","178.682","4","0.022386139","71","76","5396","43.39","./Particles/Particles_00667.png","SRC_0068"
"504","178.682","4","0.022386139","86","79","6794","43.39","./Particles/Particles_00668.png","SRC_0068"
"504","178.682","4","0.022386139","93","90","8370","43.39","./Particles/Particles_00669.png","SRC_0068"
"504","178.682","4","0.022386139","89","102","9078","43.39","./Particles/Particles_00670.png","SRC_0068"
"504","178.682","4","0.022386139","102","96","9792","43.39","./Particles/Particles_00671.png","SRC_0068"
"504","178.682","4","0.022386139","98","103","10094","43.39","./Particles/Particles_00672.png","SRC_0068"
"504","178.682","4","0.022386139","118","117","13806","43.39","./Particles/Particles_00673.png","SRC_0068"
"504","178.682","4","0.022386139","125","113","14125","43.39","./Particles/Particles_00674.png","SRC_0068"
"504","178.682","4","0.022386139","126","126","15876","43.39","./Particles/Particles_00675.png","SRC_0068"
"505","179.74","4","0.022254367","73","76","5548","39.42","./Particles/Particles_00676.png","SRC_0068"
"505","179.74","4","0.022254367","80","76","6080","39.42","./Particles/Particles_00677.png","SRC_0068"
"505","179.74","4","0.022254367","107","93","9951","39.42","./Particles/Particles_00678.png","SRC_0068"
"505","179.74","4","0.022254367","118","127","14986","39.42","./Particles/Particles_00679.png","SRC_0068"
"505","179.74","4","0.022254367","124","128","15872","39.42","./Particles/Particles_00680.png","SRC_0068"
"533","59.274","5","0.084354017","47","36","1692","11","./Particles/Particles_00716.png","SRC_0066"
"533","59.274","5","0.084354017","51","36","1836","11","./Particles/Particles_00717.png","SRC_0066"
"533","59.274","5","0.084354017","47","45","2115","11","./Particles/Particles_00718.png","SRC_0066"
"533","59.274","5","0.084354017","54","46","2484","11","./Particles/Particles_00719.png","SRC_0066"
"533","59.274","5","0.084354017","53","48","2544","11","./Particles/Particles_00720.png","SRC_0066"
"533","59.274","5","0.084354017","58","48","2784","11","./Particles/Particles_00721.png","SRC_0066"
"533","59.274","5","0.084354017","55","53","2915","11","./Particles/Particles_00722.png","SRC_0066"
"533","59.274","5","0.084354017","55","56","3080","11","./Particles/Particles_00723.png","SRC_0066"
"533","59.274","5","0.084354017","51","61","3111","11","./Particles/Particles_00724.png","SRC_0066"
"533","59.274","5","0.084354017","58","57","3306","11","./Particles/Particles_00725.png","SRC_0066"
"533","59.274","5","0.084354017","56","61","3416","11","./Particles/Particles_00726.png","SRC_0066"
"533","59.274","5","0.084354017","62","56","3472","11","./Particles/Particles_00727.png","SRC_0066"
"533","59.274","5","0.084354017","57","61","3477","11","./Particles/Particles_00728.png","SRC_0066"
"533","59.274","5","0.084354017","56","64","3584","11","./Particles/Particles_00729.png","SRC_0066"
"533","59.274","5","0.084354017","64","58","3712","11","./Particles/Particles_00730.png","SRC_0066"
"533","59.274","5","0.084354017","68","56","3808","11","./Particles/Particles_00731.png","SRC_0066"
"533","59.274","5","0.084354017","65","60","3900","11","./Particles/Particles_00732.png","SRC_0066"
"533","59.274","5","0.084354017","67","59","3953","11","./Particles/Particles_00733.png","SRC_0066"
"533","59.274","5","0.084354017","74","61","4514","11","./Particles/Particles_00734.png","SRC_0066"
"533","59.274","5","0.084354017","75","62","4650","11","./Particles/Particles_00735.png","SRC_0066"
"533","59.274","5","0.084354017","81","60","4860","11","./Particles/Particles_00736.png","SRC_0066"
"534","61.336","5","0.081518195","59","52","3068","5.6","./Particles/Particles_00737.png","SRC_0066"
"534","61.336","5","0.081518195","58","54","3132","5.6","./Particles/Particles_00738.png","SRC_0066"
"534","61.336","5","0.081518195","61","58","3538","5.6","./Particles/Particles_00739.png","SRC_0066"
"534","61.336","5","0.081518195","66","58","3828","5.6","./Particles/Particles_00740.png","SRC_0066"
"534","61.336","5","0.081518195","68","61","4148","5.6","./Particles/Particles_00741.png","SRC_0066"
"534","61.336","5","0.081518195","67","63","4221","5.6","./Particles/Particles_00742.png","SRC_0066"
"548","221.065","100","0.452355642","402","393","157986","5.56","./Particles/Particles_00743.png","SRC_0033"
"554","50.306","10","0.198783445","70","57","3990","19.75","./Particles/Particles_00744.png","SRC_0064"
"554","50.306","10","0.198783445","60","67","4020","19.75","./Particles/Particles_00745.png","SRC_0064"
"554","50.306","10","0.198783445","70","67","4690","19.75","./Particles/Particles_00746.png","SRC_0064"
"554","50.306","10","0.198783445","74","70","5180","19.75","./Particles/Particles_00747.png","SRC_0064"
"554","50.306","10","0.198783445","67","83","5561","19.75","./Particles/Particles_00748.png","SRC_0064"
"554","50.306","10","0.198783445","84","72","6048","19.75","./Particles/Particles_00749.png","SRC_0064"
"554","50.306","10","0.198783445","84","79","6636","19.75","./Particles/Particles_00750.png","SRC_0064"
"554","50.306","10","0.198783445","90","78","7020","19.75","./Particles/Particles_00751.png","SRC_0064"
"554","50.306","10","0.198783445","76","93","7068","19.75","./Particles/Particles_00752.png","SRC_0064"
"554","50.306","10","0.198783445","89","82","7298","19.75","./Particles/Particles_00753.png","SRC_0064"
"554","50.306","10","0.198783445","97","90","8730","19.75","./Particles/Particles_00754.png","SRC_0064"
"554","252.987","10","0.039527723","366","351","128466","19.75","./Particles/Particles_00755.png","SRC_0064"
"556","39.221","40","1.019861809","45","43","1935","20.85","./Particles/Particles_00756.png","SRC_0034"
"556","39.221","40","1.019861809","91","65","5915","20.85","./Particles/Particles_00757.png","SRC_0034"
"556","39.221","40","1.019861809","66","90","5940","20.85","./Particles/Particles_00758.png","SRC_0034"
"556","39.221","40","1.019861809","80","81","6480","20.85","./Particles/Particles_00759.png","SRC_0034"
"556","39.221","40","1.019861809","76","93","7068","20.85","./Particles/Particles_00760.png","SRC_0034"
"556","39.221","40","1.019861809","95","77","7315","20.85","./Particles/Particles_00761.png","SRC_0034"
"556","39.221","40","1.019861809","115","110","12650","20.85","./Particles/Particles_00762.png","SRC_0034"
"557","36.545","40","1.094540977","37","37","1369","49.4","./Particles/Particles_00763.png","SRC_0034"
"557","36.545","40","1.094540977","44","37","1628","49.4","./Particles/Particles_00764.png","SRC_0034"
"557","36.545","40","1.094540977","45","49","2205","49.4","./Particles/Particles_00765.png","SRC_0034"
"557","36.545","40","1.094540977","56","43","2408","49.4","./Particles/Particles_00766.png","SRC_0034"
"557","36.545","40","1.094540977","47","56","2632","49.4","./Particles/Particles_00767.png","SRC_0034"
"557","36.545","40","1.094540977","45","64","2880","49.4","./Particles/Particles_00768.png","SRC_0034"
"557","36.545","40","1.094540977","51","57","2907","49.4","./Particles/Particles_00769.png","SRC_0034"
"557","36.545","40","1.094540977","55","60","3300","49.4","./Particles/Particles_00770.png","SRC_0034"
"557","36.545","40","1.094540977","68","61","4148","49.4","./Particles/Particles_00771.png","SRC_0034"
"557","36.545","40","1.094540977","101","75","7575","49.4","./Particles/Particles_00772.png","SRC_0034"
"557","36.545","40","1.094540977","90","112","10080","49.4","./Particles/Particles_00773.png","SRC_0034"
"558","57.565","40","0.694866672","64","63","4032","51.74","./Particles/Particles_00774.png","SRC_0034"
"558","57.565","40","0.694866672","94","63","5922","51.74","./Particles/Particles_00775.png","SRC_0034"
"558","57.565","40","0.694866672","94","86","8084","51.74","./Particles/Particles_00776.png","SRC_0034"
"558","57.565","40","0.694866672","135","91","12285","51.74","./Particles/Particles_00777.png","SRC_0034"
"558","57.565","40","0.694866672","132","118","15576","51.74","./Particles/Particles_00778.png","SRC_0034"
"559","52.331","40","0.76436529","73","73","5329","65.02","./Particles/Particles_00779.png","SRC_0034"
"559","52.331","40","0.76436529","93","87","8091","65.02","./Particles/Particles_00780.png","SRC_0034"
"559","52.331","40","0.76436529","83","119","9877","65.02","./Particles/Particles_00781.png","SRC_0034"
"559","52.331","40","0.76436529","89","120","10680","65.02","./Particles/Particles_00782.png","SRC_0034"
"559","52.331","40","0.76436529","203","117","23751","65.02","./Particles/Particles_00783.png","SRC_0034"
"575","184.6","2","0.010834236","58","57","3306","94.4","./Particles/Particles_00791.png","SRC_0036"
"575","184.6","2","0.010834236","80","66","5280","94.4","./Particles/Particles_00792.png","SRC_0036"
"575","184.6","2","0.010834236","92","74","6808","94.4","./Particles/Particles_00793.png","SRC_0036"
"575","184.6","2","0.010834236","90","93","8370","94.4","./Particles/Particles_00794.png","SRC_0036"
"575","230.237","5","0.021716753","102","86","8772","94.4","./Particles/Particles_00795.png","SRC_0036"
"575","184.6","2","0.010834236","93","95","8835","94.4","./Particles/Particles_00796.png","SRC_0036"
"575","230.237","5","0.021716753","101","97","9797","94.4","./Particles/Particles_00797.png","SRC_0036"
"575","230.237","5","0.021716753","124","83","10292","94.4","./Particles/Particles_00798.png","SRC_0036"
"575","184.6","2","0.010834236","125","110","13750","94.4","./Particles/Particles_00799.png","SRC_0036"
"575","230.237","5","0.021716753","132","120","15840","94.4","./Particles/Particles_00800.png","SRC_0036"
"575","184.6","2","0.010834236","154","123","18942","94.4","./Particles/Particles_00801.png","SRC_0036"
"577","230.75","5","0.021668472","70","50","3500","92.9","./Particles/Particles_00802.png","SRC_0036"
"577","230.75","5","0.021668472","72","64","4608","92.9","./Particles/Particles_00803.png","SRC_0036"
"577","185.632","2","0.010774004","84","93","7812","92.9","./Particles/Particles_00804.png","SRC_0036"
"577","230.75","5","0.021668472","119","96","11424","92.9","./Particles/Particles_00805.png","SRC_0036"
"577","185.632","2","0.010774004","119","103","12257","92.9","./Particles/Particles_00806.png","SRC_0036"
"577","230.75","5","0.021668472","135","108","14580","92.9","./Particles/Particles_00807.png","SRC_0036"
"577","185.632","2","0.010774004","258","186","47988","92.9","./Particles/Particles_00808.png","SRC_0036"
"579","183.603","2","0.010893068","57","56","3192","93.85","./Particles/Particles_00809.png","SRC_0036"
"579","183.603","2","0.010893068","68","65","4420","93.85","./Particles/Particles_00810.png","SRC_0036"
"579","183.603","2","0.010893068","68","66","4488","93.85","./Particles/Particles_00811.png","SRC_0036"
"579","183.603","2","0.010893068","85","71","6035","93.85","./Particles/Particles_00812.png","SRC_0036"
"579","183.603","2","0.010893068","85","75","6375","93.85","./Particles/Particles_00813.png","SRC_0036"
"582","80.838","20","0.247408397","599","423","253377","15.9","./Particles/Particles_00814.png","SRC_0037"
"583","146.071","50","0.342299293","301","311","93611","16.2","./Particles/Particles_00815.png","SRC_0037"
"583","146.071","50","0.342299293","455","374","170170","16.2","./Particles/Particles_00816.png","SRC_0037"
"585","111.373","50","0.448941844","603","459","276777","27.8","./Particles/Particles_00817.png","SRC_0037"
"586","159.388","20","0.125479961","208","174","36192","6.1","./Particles/Particles_00818.png","SRC_0037"
"586","159.388","20","0.125479961","497","386","191842","6.1","./Particles/Particles_00819.png","SRC_0037"
"588","178.489","50","0.280129308","489","507","247923","28.8","./Particles/Particles_00820.png","SRC_0037"
"589","196.223","100","0.509624254","423","245","103635","28.8","./Particles/Particles_00821.png","SRC_0037"
"589","196.223","100","0.509624254","347","329","114163","28.8","./Particles/Particles_00822.png","SRC_0037"
"590","170.524","100","0.586427717","358","292","104536","19","./Particles/Particles_00823.png","SRC_0037"
"592","106.264","200","1.882104946","94","94","8836","6.8","./Particles/Particles_00824.png","SRC_0037"
"592","106.264","200","1.882104946","112","85","9520","6.8","./Particles/Particles_00825.png","SRC_0037"
"592","106.264","200","1.882104946","154","97","14938","6.8","./Particles/Particles_00826.png","SRC_0037"
"592","106.264","200","1.882104946","123","146","17958","6.8","./Particles/Particles_00827.png","SRC_0037"
"592","106.264","200","1.882104946","156","144","22464","6.8","./Particles/Particles_00828.png","SRC_0037"
"592","106.264","200","1.882104946","216","166","35856","6.8","./Particles/Particles_00829.png","SRC_0037"
"592","106.264","200","1.882104946","211","199","41989","6.8","./Particles/Particles_00830.png","SRC_0037"
"592","106.264","200","1.882104946","249","210","52290","6.8","./Particles/Particles_00831.png","SRC_0037"
"593","195.959","100","0.51031083","308","315","97020","17.1","./Particles/Particles_00832.png","SRC_0037"
"593","195.959","100","0.51031083","351","410","143910","17.1","./Particles/Particles_00833.png","SRC_0037"
"595","27.071","2","0.073879798","45","52","2340","65.4","./Particles/Particles_00834.png","SRC_0038"
"595","27.071","2","0.073879798","73","65","4745","65.4","./Particles/Particles_00835.png","SRC_0038"
"595","27.071","2","0.073879798","75","64","4800","65.4","./Particles/Particles_00836.png","SRC_0038"
"595","27.071","2","0.073879798","87","82","7134","65.4","./Particles/Particles_00837.png","SRC_0038"
"595","27.071","2","0.073879798","102","94","9588","65.4","./Particles/Particles_00838.png","SRC_0038"
"596","32.889","2","0.060810605","42","45","1890","75.8","./Particles/Particles_00839.png","SRC_0038"
"596","32.889","2","0.060810605","51","58","2958","75.8","./Particles/Particles_00840.png","SRC_0038"
"596","32.889","2","0.060810605","137","119","16303","75.8","./Particles/Particles_00841.png","SRC_0038"
"598","30.655","2","0.065242212","48","39","1872","74.5","./Particles/Particles_00842.png","SRC_0038"
"598","30.655","2","0.065242212","47","44","2068","74.5","./Particles/Particles_00843.png","SRC_0038"
"598","30.655","2","0.065242212","61","63","3843","74.5","./Particles/Particles_00844.png","SRC_0038"
"598","30.655","2","0.065242212","69","70","4830","74.5","./Particles/Particles_00845.png","SRC_0038"
"598","30.655","2","0.065242212","77","72","5544","74.5","./Particles/Particles_00846.png","SRC_0038"
"598","30.655","2","0.065242212","83","74","6142","74.5","./Particles/Particles_00847.png","SRC_0038"
"598","30.655","2","0.065242212","80","77","6160","74.5","./Particles/Particles_00848.png","SRC_0038"
"598","30.655","2","0.065242212","83","81","6723","74.5","./Particles/Particles_00849.png","SRC_0038"
"598","30.655","2","0.065242212","101","101","10201","74.5","./Particles/Particles_00850.png","SRC_0038"
"598","30.655","2","0.065242212","104","106","11024","74.5","./Particles/Particles_00851.png","SRC_0038"
"598","30.655","2","0.065242212","122","118","14396","74.5","./Particles/Particles_00852.png","SRC_0038"
"599","29.546","2","0.067691058","42","39","1638","73.2","./Particles/Particles_00853.png","SRC_0038"
"599","29.546","2","0.067691058","43","50","2150","73.2","./Particles/Particles_00854.png","SRC_0038"
"599","29.546","2","0.067691058","45","48","2160","73.2","./Particles/Particles_00855.png","SRC_0038"
"599","29.546","2","0.067691058","70","68","4760","73.2","./Particles/Particles_00856.png","SRC_0038"
"599","29.546","2","0.067691058","87","90","7830","73.2","./Particles/Particles_00857.png","SRC_0038"
"599","29.546","2","0.067691058","89","89","7921","73.2","./Particles/Particles_00858.png","SRC_0038"
"599","29.546","2","0.067691058","142","130","18460","73.2","./Particles/Particles_00859.png","SRC_0038"
"600","29.013","2","0.068934616","36","27","972","75.8","./Particles/Particles_00860.png","SRC_0038"
"600","29.013","2","0.068934616","46","45","2070","75.8","./Particles/Particles_00861.png","SRC_0038"
"600","29.013","2","0.068934616","50","47","2350","75.8","./Particles/Particles_00862.png","SRC_0038"
"600","29.013","2","0.068934616","65","58","3770","75.8","./Particles/Particles_00863.png","SRC_0038"
"600","29.013","2","0.068934616","63","60","3780","75.8","./Particles/Particles_00864.png","SRC_0038"
"600","29.013","2","0.068934616","77","72","5544","75.8","./Particles/Particles_00865.png","SRC_0038"
"614","67.678","5","0.073879252","96","84","8064","52.87","./Particles/Particles_00876.png","SRC_0039"
"614","67.678","5","0.073879252","141","134","18894","52.87","./Particles/Particles_00877.png","SRC_0039"
"614","67.678","5","0.073879252","159","139","22101","52.87","./Particles/Particles_00878.png","SRC_0039"
"614","67.678","5","0.073879252","155","163","25265","52.87","./Particles/Particles_00879.png","SRC_0039"
"617","79.792","5","0.062662924","58","41","2378","21.1","./Particles/Particles_00880.png","SRC_0039"
"617","79.792","5","0.062662924","78","78","6084","21.1","./Particles/Particles_00881.png","SRC_0039"
"617","79.792","5","0.062662924","104","98","10192","21.1","./Particles/Particles_00882.png","SRC_0039"
"617","79.792","5","0.062662924","143","136","19448","21.1","./Particles/Particles_00883.png","SRC_0039"
"618","104.707","1","0.00955046","325","239","77675","30","./Particles/Particles_00884.png","SRC_0039"
"619","69.677","1","0.014351938","68","54","3672","68.83","./Particles/Particles_00885.png","SRC_0039"
"619","69.677","1","0.014351938","66","63","4158","68.83","./Particles/Particles_00886.png","SRC_0039"
"619","69.677","1","0.014351938","69","73","5037","68.83","./Particles/Particles_00887.png","SRC_0039"
"619","69.677","1","0.014351938","69","74","5106","68.83","./Particles/Particles_00888.png","SRC_0039"
"619","69.677","1","0.014351938","98","83","8134","68.83","./Particles/Particles_00889.png","SRC_0039"
"620","73.507","1","0.013604147","40","33","1320","64.48","./Particles/Particles_00890.png","SRC_0039"
"620","73.507","1","0.013604147","54","44","2376","64.48","./Particles/Particles_00891.png","SRC_0039"
"620","73.507","1","0.013604147","53","47","2491","64.48","./Particles/Particles_00892.png","SRC_0039"
"620","73.507","1","0.013604147","62","49","3038","64.48","./Particles/Particles_00893.png","SRC_0039"
"620","73.507","1","0.013604147","85","80","6800","64.48","./Particles/Particles_00894.png","SRC_0039"
"621","76.03","1","0.013152703","49","49","2401","87.21","./Particles/Particles_00895.png","SRC_0039"
"621","76.03","1","0.013152703","56","55","3080","87.21","./Particles/Particles_00896.png","SRC_0039"
"621","76.03","1","0.013152703","82","68","5576","87.21","./Particles/Particles_00897.png","SRC_0039"
"621","76.03","1","0.013152703","70","80","5600","87.21","./Particles/Particles_00898.png","SRC_0039"
"622","56.736","2","0.035250987","66","59","3894","29","./Particles/Particles_00899.png","SRC_0039"
"622","56.736","2","0.035250987","68","61","4148","29","./Particles/Particles_00900.png","SRC_0039"
"622","56.736","2","0.035250987","99","84","8316","29","./Particles/Particles_00901.png","SRC_0039"
"622","56.736","2","0.035250987","116","105","12180","29","./Particles/Particles_00902.png","SRC_0039"
"623","40.647","2","0.049204123","94","91","8554","16.7","./Particles/Particles_00903.png","SRC_0039"
"623","40.647","2","0.049204123","207","207","42849","16.7","./Particles/Particles_00904.png","SRC_0039"
"624","99.71","2","0.020058169","95","83","7885","23.4","./Particles/Particles_00905.png","SRC_0039"
"624","99.71","2","0.020058169","92","90","8280","23.4","./Particles/Particles_00906.png","SRC_0039"
"624","99.71","2","0.020058169","97","88","8536","23.4","./Particles/Particles_00907.png","SRC_0039"
"624","99.71","2","0.020058169","130","133","17290","23.4","./Particles/Particles_00908.png","SRC_0039"
